Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
338,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29439,Subscriber,1981,1
409,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,26159,Subscriber,1980,1
91,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,26232,Subscriber,1989,1
133,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29626,Subscriber,1981,1
664,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3194,McGinley Square,40.72533993,-74.06762213,31884,Subscriber,1989,1
199,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31708,Subscriber,1960,1
285,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,31816,Subscriber,1990,1
317,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26188,Subscriber,1985,1
1040,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29242,Subscriber,1965,1
258,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26280,Subscriber,1994,1
267,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26224,Subscriber,1963,1
323,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,26314,Subscriber,1970,1
391,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,31847,Subscriber,1986,1
469,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,26253,Subscriber,1976,1
237,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29263,Subscriber,1981,1
547,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29654,Subscriber,1985,1
382,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,31849,Subscriber,1969,0
229,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26256,Subscriber,1955,1
365,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26277,Subscriber,1985,2
502,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29434,Subscriber,1989,2
543,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26164,Subscriber,1981,1
285,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,31715,Subscriber,1989,1
190,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31773,Subscriber,1988,1
365,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26223,Subscriber,1983,2
438,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29579,Subscriber,1963,1
306,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26236,Subscriber,1987,2
332,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26258,Subscriber,1991,1
261,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31683,Subscriber,1990,1
296,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29655,Subscriber,1960,1
203,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,31860,Subscriber,1993,1
225,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31845,Subscriber,1994,1
309,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26253,Subscriber,1980,1
74,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29640,Subscriber,1975,1
165,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31903,Subscriber,1970,1
186,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,31867,Subscriber,1975,1
203,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26159,Subscriber,1985,1
269,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26253,Subscriber,1980,1
411,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,31929,Subscriber,1980,1
470,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,31725,Subscriber,1989,2
184,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31845,Subscriber,1960,1
315,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31689,Subscriber,1985,1
266,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26277,Subscriber,1990,1
220,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31829,Subscriber,1958,1
679,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31877,Subscriber,1991,1
210,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29626,Subscriber,1981,0
653,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3190,Garfield Ave Station,40.71046702,-74.0700388,29235,Subscriber,1987,1
597,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,31884,Subscriber,1963,1
356,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31925,Subscriber,1992,1
285,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26304,Subscriber,1990,2
302,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31828,Subscriber,1994,1
552,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,31753,Subscriber,1979,1
229,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26244,Subscriber,1974,1
307,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26182,Subscriber,1987,1
88,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29580,Subscriber,1985,2
469,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26259,Subscriber,1981,1
96,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31929,Subscriber,1975,1
635,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26245,Subscriber,1962,1
145,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26310,Subscriber,1988,1
219,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,31954,Subscriber,1979,1
259,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29582,Subscriber,1968,2
498,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,26289,Subscriber,1971,1
308,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,31710,Subscriber,1965,2
71,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31903,Subscriber,1989,1
309,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26310,Subscriber,1941,2
383,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29211,Subscriber,1976,1
237,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31954,Subscriber,1960,1
104,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31920,Subscriber,1984,1
189,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,26193,Subscriber,1992,1
289,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31719,Subscriber,1968,1
454,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,29270,Subscriber,1980,1
266,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31877,Subscriber,1994,1
214,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26300,Subscriber,1959,1
929,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3194,McGinley Square,40.72533993,-74.06762213,31859,Subscriber,1989,1
295,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31700,Subscriber,1985,1
2398,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26207,Subscriber,1977,1
601,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,26193,Subscriber,1976,1
242,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29580,Subscriber,1955,1
294,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29614,Subscriber,1990,1
226,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26304,Subscriber,1980,1
161,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26312,Subscriber,1983,1
188,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29600,Subscriber,1992,1
326,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31845,Subscriber,1963,1
426,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29577,Subscriber,1990,1
295,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31811,Subscriber,1991,1
306,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26223,Subscriber,1984,1
384,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29540,Subscriber,1983,2
209,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29244,Subscriber,1981,0
344,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29512,Subscriber,1972,1
182,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26295,Subscriber,1984,1
275,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26207,Subscriber,1975,1
447,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29619,Subscriber,1992,1
311,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26266,Subscriber,1989,1
1053,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26309,Subscriber,1988,2
544,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29583,Subscriber,1985,1
222,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26157,Subscriber,1985,1
204,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26318,Subscriber,1980,1
245,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26200,Subscriber,1961,1
498,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26217,Subscriber,1981,1
550,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,26169,Subscriber,1987,2
115,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31811,Subscriber,1989,1
268,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31675,Subscriber,1987,1
169,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29232,Subscriber,1987,1
135,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26295,Subscriber,1986,1
563,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,29619,Subscriber,1985,2
158,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31686,Subscriber,1954,2
286,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26299,Subscriber,1969,1
216,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26151,Subscriber,1990,1
468,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,31778,Subscriber,1979,2
762,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,31828,Subscriber,1971,1
74,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31675,Subscriber,1975,1
1287,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29267,Subscriber,1977,1
258,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26219,Subscriber,1986,1
399,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26178,Subscriber,1958,1
444,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,31877,Subscriber,1962,1
1122,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26279,Subscriber,1988,1
453,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31870,Subscriber,1968,1
16252,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29580,Subscriber,1970,1
1895,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590997,-74.05727148,31816,Subscriber,1976,1
248,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31739,Subscriber,1980,1
411,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,26288,Subscriber,1980,1
175,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26219,Subscriber,1984,1
167,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31686,Subscriber,1986,1
275,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31875,Subscriber,1963,1
223,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31946,Subscriber,1984,1
1805,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.74267714,-74.05178863,31708,Subscriber,1981,1
289,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29615,Subscriber,1990,1
304,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31735,Subscriber,1985,1
252,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31808,Subscriber,1990,1
232,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29446,Subscriber,1955,1
1799,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3198,Heights Elevator,40.74871595,-74.0404433,29434,Subscriber,1988,1
147,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,31845,Subscriber,1978,1
546,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29205,Subscriber,1989,1
429,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29284,Subscriber,1972,2
222,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29492,Subscriber,1991,1
366,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26312,Subscriber,1983,2
132,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,26151,Subscriber,1980,1
320,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29591,Subscriber,1987,1
187,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26182,Subscriber,1983,1
270,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31808,Subscriber,1958,1
267,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29669,Subscriber,1982,1
253,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29201,Subscriber,1981,0
229,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29271,Subscriber,1980,2
94,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29263,Subscriber,1986,1
366,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31732,Subscriber,1980,1
155,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29674,Subscriber,1981,1
302,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26230,Subscriber,1971,1
194,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29513,Subscriber,1994,1
455,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,29671,Subscriber,1981,1
228,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29591,Subscriber,1983,1
158,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29614,Subscriber,1984,1
204,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29626,Subscriber,1990,1
186,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29263,Subscriber,1993,1
457,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26170,Subscriber,1983,1
192,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26191,Subscriber,1987,1
67,4/1/2018,4/1/2018,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,26303,Subscriber,1975,1
